ID do pacote,N.º Rota,Parada,Ponto,Data de Inbound,Altura,Largura,Comprimento,Localização do pacote,Detalhe do pacote
46491660112,Y5_AM100,1029,A,,9,6,19,Caminho para a estação,
46488110118,Y5_AM100,1030,A,,59,7,30,Caminho para a estação,
46490002129,Y5_AM100,1048,A,,19,6,14,Caminho para a estação,
46490806143,Y5_AM100,1096,A,,21,5,14,Caminho para a estação,
46482096770,Y5_AM100,1102,A,,39,13,34,Caminho para a estação,
46491006862,Y5_AM100,1124,A,,54,6,42,Caminho para a estação,
46500144933,Y5_AM100,1156,A,,10,8,15,Caminho para a estação,
46484698964,Y5_AM100,1203,A,,22,7,20,Caminho para a estação,
46477315948,Y5_AM100,1213,A,,33,16,16,Caminho para a estação,
46476572717,Y5_AM100,1214,A,,38,15,52,Caminho para a estação,
46470251205,Y5_AM100,1217,A,,47,15,18,Caminho para a estação,
46489125281,Y5_AM100,1229,A,,18,5,14,Caminho para a estação,
46491026832,Y5_AM100,1236,A,,15,5,11,Caminho para a estação,
46469081482,Y5_AM100,1244,A,,7,4,7,Caminho para a estação,
46494308868,Y5_AM100,1250,A,,36,22,50,Caminho para a estação,
46475665867,Y5_AM100,1251,A,,47,8,27,Caminho para a estação,
46497634230,Y5_AM100,1269,A,,29,60,38,Caminho para a estação,
46491101090,Y5_AM100,1275,A,,18,4,13,Caminho para a estação,
46496105080,Y5_AM100,1280,A,,12,5,19,Caminho para a estação,
46494136058,Y5_AM100,1281,A,,19,6,17,Caminho para a estação,
46466965828,Y5_AM100,1284,A,,31,18,19,Caminho para a estação,
46511190995,Y5_AM100,1294,A,,30,12,32,Caminho para a estação,
46493264646,Y5_AM100,1295,A,,23,22,42,Caminho para a estação,
46510330937,Y5_AM100,1298,A,,35,21,49,Caminho para a estação,
46491240656,Y5_AM100,1324,A,,31,6,25,Caminho para a estação,
46491080589,Y5_AM100,1355,A,,29,6,25,Caminho para a estação,
46491265856,Y5_AM100,1428,A,,63,13,23,Caminho para a estação,
46489802449,Y5_AM100,1441,A,,31,5,17,Caminho para a estação,
46511958820,Y5_AM100,1442,A,,11,9,44,Caminho para a estação,
46495554406,Y5_AM100,1464,A,,18,14,14,Caminho para a estação,
46492837486,Y5_AM100,1467,A,,14,4,15,Caminho para a estação,
46439103932,Y5_AM100,1470,A,,54,5,10,Caminho para a estação,
46495916206,Y5_AM100,1480,A,,46,6,23,Caminho para a estação,
46471062735,Y5_AM100,1482,A,,23,4,18,Caminho para a estação,
46505854110,Y5_AM100,1489,A,,8,4,13,Caminho para a estação,
46486107398,Y5_AM100,1536,A,,14,7,13,Caminho para a estação,
46483601835,Y5_AM100,1539,A,,39,10,30,Caminho para a estação,
46478358517,Y5_AM100,1546,A,,35,12,20,Caminho para a estação,
46356336318,Y5_AM100,1555,A,,4,3,15,Caminho para a estação,
46472026986,Y5_AM100,1590,A,,17,2,23,Caminho para a estação,
46475371262,Y5_AM100,1614,A,,47,9,10,Caminho para a estação,
46480133122,Y5_AM100,1616,A,,52,6,52,Caminho para a estação,
46484325547,Y5_AM100,1617,A,,30,16,17,Caminho para a estação,
46510144663,Y5_AM100,1622,A,,20,7,30,Caminho para a estação,
46463973077,Y5_AM100,1627,A,,42,20,25,Caminho para a estação,
46489373945,Y5_AM100,1635,A,,25,4,18,Caminho para a estação,
46495677652,Y5_AM100,1649,A,,30,5,15,Caminho para a estação,
46480855326,Y5_AM100,1656,A,,34,11,19,Caminho para a estação,
46482985178,Y4_AM100,9,A,,32,2,20,Na estação,
46488053349,Y4_AM100,28,A,,16,5,18,Na estação,
46497489166,Y4_AM100,28,A,,18,20,1,Na estação,
46495230128,Y4_AM100,30,A,,42,10,36,Na estação,
46493122336,Y4_AM100,33,A,,29,15,21,Na estação,
46487344225,Y4_AM100,42,A,,43,13,33,Na estação,
46497263742,Y4_AM100,45,A,,30,5,25,Na estação,
46484195421,Y4_AM100,65,A,,52,30,48,Na estação,
46505983456,Y4_AM100,76,A,,13,12,31,Na estação,
46480067386,Y4_AM100,77,A,,22,7,15,Na estação,
46394636431,Y4_AM100,89,A,,36,18,56,Na estação,
46371822123,Y4_AM100,92,A,,15,10,16,Na estação,
46502631090,Y4_AM100,97,A,,10,6,16,Na estação,
46498934045,Y4_AM100,108,A,,18,11,65,Na estação,
46505530156,Y4_AM100,108,A,,9,3,12,Na estação,
46506286462,Y4_AM100,108,A,,26,20,29,Na estação,
46465096608,Y4_AM100,124,A,,13,8,21,Na estação,
46490772207,Y4_AM100,144,A,,24,5,28,Na estação,
46462995112,Y4_AM100,151,A,,25,5,29,Na estação,
46497931348,Y4_AM100,151,A,,16,10,34,Na estação,
46506173475,Y4_AM100,153,A,,12,3,14,Na estação,
46500758617,Y4_AM100,159,A,,31,3,30,Na estação,
46506632216,Y4_AM100,159,A,,27,7,34,Na estação,
46500068121,Y4_AM100,161,A,,15,4,18,Na estação,
46501479041,Y4_AM100,161,A,,7,7,10,Na estação,
46498340467,Y4_AM100,167,A,,33,11,37,Na estação,
46478722618,Y4_AM100,174,A,,11,5,16,Na estação,
46491208544,Y4_AM100,177,A,,19,3,14,Na estação,
46506202570,Y4_AM100,198,A,,27,9,44,Na estação,
46492859067,Y4_AM100,201,A,,14,5,20,Na estação,
46495772853,Y4_AM100,201,A,,12,5,22,Na estação,
46502475315,Y4_AM100,201,A,,12,6,11,Na estação,
46481170958,Y4_AM100,202,A,,18,6,20,Na estação,
46475739951,Y4_AM100,224,A,,31,12,21,Na estação,
46500598757,Y4_AM100,225,A,,20,4,25,Na estação,
46450408104,Y4_AM100,229,A,,13,10,21,Na estação,
46483114448,Y4_AM100,235,A,,21,6,30,Na estação,
46498110653,Y4_AM100,241,A,,16,6,21,Na estação,
46485796450,Y4_AM100,260,A,,11,8,14,Na estação,
46492830042,Y4_AM100,272,A,,18,7,14,Na estação,
46494795055,Y4_AM100,291,A,,16,8,11,Na estação,
46479034631,Y4_AM100,295,A,,9,3,18,Na estação,
46489392216,Y4_AM100,303,A,,19,12,13,Na estação,
46502741642,Y4_AM100,309,A,,24,5,23,Na estação,
46413117061,Y4_AM100,311,A,,9,3,16,Na estação,
46485863312,Y4_AM100,183,A,22/02/2026 04:38,10,10,52,Na estação,
46463866920,Y4_AM100,138,A,22/02/2026 04:47,16,7,12,Na estação,
46425534638,Y5_AM100,739,A,22/02/2026 04:52,19,7,17,Na estação,
46510645730,Y5_AM100,321,A,22/02/2026 04:59,30,20,35,Na estação,
46510962639,Y5_AM100,589,A,22/02/2026 05:00,18,6,25,Na estação,
46510839592,Y5_AM100,389,A,22/02/2026 05:05,15,7,38,Na estação,
46503487612,Y5_AM100,598,A,22/02/2026 05:06,27,12,41,Na estação,
46510692902,Y5_AM100,1667,A,22/02/2026 05:06,5,8,16,Na estação,
46504590686,Y5_AM100,1092,A,22/02/2026 05:25,5,3,5,Na estação,
46502016255,Y5_AM100,342,A,22/02/2026 05:26,13,6,16,Na estação,
46488826713,Y5_AM100,680,A,22/02/2026 05:26,30,12,16,Na estação,
46483564720,Y5_AM100,238,A,22/02/2026 05:29,22,13,17,Na estação,
46509441938,Y4_AM100,198,A,22/02/2026 05:36,15,11,32,Na estação,
46511746448,Y5_AM100,151,A,22/02/2026 05:40,5,5,13,Na estação,
46507218585,Y5_AM100,1478,A,22/02/2026 06:03,25,16,32,Na estação,
46504237139,Y5_AM100,695,A,22/02/2026 06:04,12,14,27,Na estação,
46497969907,Y4_AM100,140,A,22/02/2026 06:07,14,3,9,Na estação,
46504939561,Y4_AM100,90,A,22/02/2026 06:10,24,8,34,Na estação,
46502906131,Y5_AM100,417,A,22/02/2026 06:12,9,8,16,Na estação,
46501662662,Y4_AM100,222,A,22/02/2026 06:13,16,2,5,Na estação,
46511255759,Y5_AM100,1661,A,22/02/2026 06:16,7,3,9,Na estação,
46497743100,Y4_AM100,198,A,22/02/2026 06:17,24,13,37,Na estação,
46505383768,Y5_AM100,1,A,22/02/2026 11:59,16,8,29,Na estação,
46507640972,Y5_AM100,2,A,22/02/2026 11:59,28,27,32,Na estação,
46510376201,Y5_AM100,3,A,22/02/2026 11:59,26,8,27,Na estação,
46511860163,Y5_AM100,5,A,22/02/2026 11:59,31,18,36,Na estação,
46512137432,Y5_AM100,5,A,22/02/2026 11:59,31,18,36,Na estação,
46468988292,Y5_AM100,6,A,22/02/2026 11:59,34,7,30,Na estação,
46496667461,Y5_AM100,7,A,22/02/2026 11:59,20,40,28,Na estação,
46506586435,Y5_AM100,8,A,22/02/2026 11:59,9,7,13,Na estação,
46503497542,Y5_AM100,9,A,22/02/2026 11:59,10,7,17,Na estação,
46487918452,Y5_AM100,10,A,22/02/2026 11:59,24,13,21,Na estação,
46511396300,Y5_AM100,11,A,22/02/2026 11:59,22,11,28,Na estação,
46510303106,Y5_AM100,12,A,22/02/2026 11:59,7,5,22,Na estação,
46511730248,Y5_AM100,13,A,22/02/2026 11:59,20,19,24,Na estação,
46496382725,Y5_AM100,14,A,22/02/2026 11:59,24,4,18,Na estação,
46477132017,Y5_AM100,15,A,22/02/2026 11:59,21,16,31,Na estação,
46508653047,Y5_AM100,16,A,22/02/2026 11:59,11,7,15,Na estação,
46506797235,Y5_AM100,18,A,22/02/2026 11:59,18,11,32,Na estação,
46503210934,Y5_AM100,19,A,22/02/2026 11:59,10,5,25,Na estação,
46507171753,Y5_AM100,20,A,22/02/2026 11:59,30,20,44,Na estação,
46507710321,Y5_AM100,21,A,22/02/2026 11:59,20,10,35,Na estação,
46502004635,Y5_AM100,22,A,22/02/2026 11:59,22,22,23,Na estação,
46502330942,Y5_AM100,23,A,22/02/2026 11:59,16,16,26,Na estação,
46506866926,Y5_AM100,24,A,22/02/2026 11:59,19,9,22,Na estação,
46509492264,Y5_AM100,25,A,22/02/2026 11:59,10,7,18,Na estação,
46510406691,Y5_AM100,26,A,22/02/2026 11:59,16,15,26,Na estação,
46503019059,Y5_AM100,27,A,22/02/2026 11:59,22,16,29,Na estação,
46512328871,Y5_AM100,28,A,22/02/2026 11:59,8,6,9,Na estação,
46511624609,Y5_AM100,29,A,22/02/2026 11:59,21,9,25,Na estação,
46506372884,Y5_AM100,30,A,22/02/2026 11:59,7,7,13,Na estação,
46507512122,Y5_AM100,31,A,22/02/2026 11:59,21,17,38,Na estação,
46502262595,Y5_AM100,32,A,22/02/2026 11:59,19,12,24,Na estação,
46512340396,Y5_AM100,33,A,22/02/2026 11:59,51,16,40,Na estação,
46504932812,Y5_AM100,34,A,22/02/2026 11:59,41,2,59,Na estação,
46496472451,Y5_AM100,35,A,22/02/2026 11:59,22,5,24,Na estação,
46503468838,Y5_AM100,35,A,22/02/2026 11:59,13,12,16,Na estação,
46388741078,Y5_AM100,36,A,22/02/2026 11:59,25,4,18,Na estação,
46509952147,Y5_AM100,37,A,22/02/2026 11:59,17,7,18,Na estação,
46509782696,Y5_AM100,38,A,22/02/2026 11:59,11,6,17,Na estação,
46512601350,Y5_AM100,39,A,22/02/2026 11:59,20,15,25,Na estação,
46487757692,Y5_AM100,40,A,22/02/2026 11:59,17,8,24,Na estação,
46479203293,Y5_AM100,41,A,22/02/2026 11:59,49,13,46,Na estação,
46509350046,Y5_AM100,42,A,22/02/2026 11:59,11,3,13,Na estação,
46507292391,Y5_AM100,43,A,22/02/2026 11:59,12,2,12,Na estação,
46505445089,Y5_AM100,44,A,22/02/2026 11:59,8,8,11,Na estação,
46511034036,Y5_AM100,45,A,22/02/2026 11:59,8,4,13,Na estação,
46511655928,Y5_AM100,46,A,22/02/2026 11:59,8,5,10,Na estação,
46506948336,Y5_AM100,47,A,22/02/2026 11:59,7,5,10,Na estação,
46512719456,Y5_AM100,48,A,22/02/2026 11:59,12,8,23,Na estação,
46511978604,Y5_AM100,49,A,22/02/2026 11:59,27,9,24,Na estação,
46510158153,Y5_AM100,50,A,22/02/2026 11:59,15,11,32,Na estação,
46496298443,Y5_AM100,51,A,22/02/2026 11:59,34,18,36,Na estação,
46512196105,Y5_AM100,52,A,22/02/2026 11:59,20,12,33,Na estação,
46511489862,Y5_AM100,53,A,22/02/2026 11:59,19,10,44,Na estação,
46511050398,Y5_AM100,54,A,22/02/2026 11:59,25,12,43,Na estação,
46503297711,Y5_AM100,55,A,22/02/2026 11:59,24,24,33,Na estação,
46506220000,Y5_AM100,56,A,22/02/2026 11:59,20,11,22,Na estação,
46511605736,Y5_AM100,57,A,22/02/2026 11:59,10,24,15,Na estação,
46505067830,Y5_AM100,58,A,22/02/2026 11:59,16,6,30,Na estação,
46501207210,Y5_AM100,59,A,22/02/2026 11:59,29,5,40,Na estação,
46512388481,Y5_AM100,60,A,22/02/2026 11:59,23,9,29,Na estação,
46507401794,Y5_AM100,61,A,22/02/2026 11:59,25,26,41,Na estação,
46509293499,Y5_AM100,62,A,22/02/2026 11:59,23,12,30,Na estação,
46506939026,Y5_AM100,63,A,22/02/2026 11:59,7,5,9,Na estação,
46503036060,Y5_AM100,64,A,22/02/2026 11:59,8,3,26,Na estação,
46511561899,Y5_AM100,65,A,22/02/2026 11:59,8,7,24,Na estação,
46510575046,Y5_AM100,66,A,22/02/2026 11:59,16,8,18,Na estação,
46510387794,Y5_AM100,67,A,22/02/2026 11:59,19,6,23,Na estação,
46512393674,Y5_AM100,68,A,22/02/2026 11:59,9,6,22,Na estação,
46505104720,Y5_AM100,69,A,22/02/2026 11:59,11,4,24,Na estação,
46512326203,Y5_AM100,70,A,22/02/2026 11:59,24,12,36,Na estação,
46457431192,Y5_AM100,71,A,22/02/2026 11:59,31,8,13,Na estação,
46509198107,Y5_AM100,72,A,22/02/2026 11:59,7,3,10,Na estação,
46502084934,Y5_AM100,73,A,22/02/2026 11:59,13,11,15,Na estação,
46479987287,Y5_AM100,74,A,22/02/2026 11:59,53,30,70,Na estação,Volumoso
46485362199,Y5_AM100,75,A,22/02/2026 11:59,22,6,18,Na estação,
46508953248,Y5_AM100,76,A,22/02/2026 11:59,16,7,20,Na estação,
46469788185,Y5_AM100,77,A,22/02/2026 11:59,17,5,12,Na estação,
46487597278,Y5_AM100,78,A,22/02/2026 11:59,28,11,17,Na estação,
46507487573,Y5_AM100,79,A,22/02/2026 11:59,28,30,35,Na estação,
46506691804,Y5_AM100,80,A,22/02/2026 11:59,13,9,18,Na estação,
46502953985,Y5_AM100,81,A,22/02/2026 11:59,11,7,19,Na estação,
46510612471,Y5_AM100,82,A,22/02/2026 11:59,11,15,65,Na estação,
46509462728,Y5_AM100,83,A,22/02/2026 11:59,15,12,20,Na estação,
46508456325,Y5_AM100,84,A,22/02/2026 11:59,14,8,19,Na estação,
46505489593,Y5_AM100,85,A,22/02/2026 11:59,10,4,22,Na estação,
46505753100,Y5_AM100,86,A,22/02/2026 11:59,8,3,9,Na estação,
46511724762,Y5_AM100,87,A,22/02/2026 11:59,20,10,29,Na estação,
46511381620,Y5_AM100,89,A,22/02/2026 11:59,12,9,32,Na estação,
46509240459,Y5_AM100,90,A,22/02/2026 11:59,10,16,15,Na estação,
46501925167,Y5_AM100,91,A,22/02/2026 11:59,11,5,39,Na estação,
46510354896,Y5_AM100,93,A,22/02/2026 11:59,11,6,15,Na estação,
46509372945,Y5_AM100,94,A,22/02/2026 11:59,12,8,27,Na estação,
46511602489,Y5_AM100,95,A,22/02/2026 11:59,16,12,18,Na estação,
46512296927,Y5_AM100,96,A,22/02/2026 11:59,35,9,48,Na estação,
46503409208,Y5_AM100,97,A,22/02/2026 11:59,26,6,26,Na estação,
46511092767,Y5_AM100,98,A,22/02/2026 11:59,21,10,23,Na estação,
46503696228,Y5_AM100,99,A,22/02/2026 11:59,20,10,21,Na estação,
46511256567,Y5_AM100,100,A,22/02/2026 11:59,6,6,14,Na estação,
46491271282,Y5_AM100,101,A,22/02/2026 11:59,27,11,19,Na estação,
46440912935,Y5_AM100,102,A,22/02/2026 11:59,11,4,28,Na estação,
46505678045,Y5_AM100,103,A,22/02/2026 11:59,8,8,26,Na estação,
46507135596,Y5_AM100,104,A,22/02/2026 11:59,20,12,23,Na estação,
46506621389,Y5_AM100,105,A,22/02/2026 11:59,13,3,17,Na estação,
46511689302,Y5_AM100,106,A,22/02/2026 11:59,12,7,22,Na estação,
46494596963,Y5_AM100,108,A,22/02/2026 11:59,18,3,13,Na estação,
46511580280,Y5_AM100,108,A,22/02/2026 11:59,12,11,19,Na estação,
46502372264,Y5_AM100,109,A,22/02/2026 11:59,9,9,34,Na estação,
46493112111,Y5_AM100,110,A,22/02/2026 11:59,17,4,14,Na estação,
46511161460,Y5_AM100,111,A,22/02/2026 11:59,22,13,28,Na estação,
46505966127,Y5_AM100,112,A,22/02/2026 11:59,25,25,30,Na estação,
46502680517,Y5_AM100,113,A,22/02/2026 11:59,8,6,10,Na estação,
46510314587,Y5_AM100,114,A,22/02/2026 11:59,6,6,10,Na estação,
46511213956,Y5_AM100,115,A,22/02/2026 11:59,12,4,14,Na estação,
46506268351,Y5_AM100,116,A,22/02/2026 11:59,17,3,24,Na estação,
46477690765,Y5_AM100,118,A,22/02/2026 11:59,16,3,10,Na estação,
46508064981,Y5_AM100,119,A,22/02/2026 11:59,20,6,29,Na estação,
46500541859,Y5_AM100,120,A,22/02/2026 11:59,21,15,35,Na estação,
46506508658,Y5_AM100,121,A,22/02/2026 11:59,23,8,36,Na estação,
46507354537,Y5_AM100,122,A,22/02/2026 11:59,10,1,18,Na estação,
46507653585,Y5_AM100,123,A,22/02/2026 11:59,37,25,47,Na estação,
46507068629,Y5_AM100,124,A,22/02/2026 11:59,17,2,24,Na estação,
46512102735,Y5_AM100,125,A,22/02/2026 11:59,37,27,36,Na estação,
46508697619,Y5_AM100,126,A,22/02/2026 11:59,23,6,26,Na estação,
46503903026,Y5_AM100,127,A,22/02/2026 11:59,16,30,16,Na estação,
46472529276,Y5_AM100,128,A,22/02/2026 11:59,20,10,15,Na estação,
46506226011,Y5_AM100,129,A,22/02/2026 11:59,8,6,10,Na estação,
46510994252,Y5_AM100,130,A,22/02/2026 11:59,17,7,22,Na estação,
46476758969,Y5_AM100,131,A,22/02/2026 11:59,14,13,23,Na estação,
46504147927,Y5_AM100,132,A,22/02/2026 11:59,15,13,18,Na estação,
46504254018,Y5_AM100,133,A,22/02/2026 11:59,6,12,12,Na estação,
46488128919,Y5_AM100,134,A,22/02/2026 11:59,33,13,23,Na estação,
46505764036,Y5_AM100,135,A,22/02/2026 11:59,20,13,35,Na estação,
46505736211,Y5_AM100,136,A,22/02/2026 11:59,16,7,27,Na estação,
46504825301,Y5_AM100,137,A,22/02/2026 11:59,7,7,13,Na estação,
46503160767,Y5_AM100,138,A,22/02/2026 11:59,11,5,32,Na estação,
46512841786,Y5_AM100,139,A,22/02/2026 11:59,11,5,12,Na estação,
46506601071,Y5_AM100,140,A,22/02/2026 11:59,19,10,20,Na estação,
46468718475,Y5_AM100,141,A,22/02/2026 11:59,24,7,19,Na estação,
46504101821,Y5_AM100,142,A,22/02/2026 11:59,15,3,21,Na estação,
46503776646,Y5_AM100,143,A,22/02/2026 11:59,12,6,31,Na estação,
46503848636,Y5_AM100,143,A,22/02/2026 11:59,17,8,19,Na estação,
46503011821,Y5_AM100,144,A,22/02/2026 11:59,15,5,24,Na estação,
46508746594,Y5_AM100,145,A,22/02/2026 11:59,10,3,14,Na estação,
46457558948,Y5_AM100,146,A,22/02/2026 11:59,27,11,14,Na estação,
46505635629,Y5_AM100,147,A,22/02/2026 11:59,18,8,19,Na estação,
46512474262,Y5_AM100,148,A,22/02/2026 11:59,6,4,25,Na estação,
46512215363,Y5_AM100,149,A,22/02/2026 11:59,6,6,30,Na estação,
46509872377,Y5_AM100,150,A,22/02/2026 11:59,25,17,39,Na estação,
46511146634,Y5_AM100,153,A,22/02/2026 11:59,9,3,12,Na estação,
46501863334,Y5_AM100,154,A,22/02/2026 11:59,10,2,15,Na estação,
46504844172,Y5_AM100,155,A,22/02/2026 11:59,11,4,17,Na estação,
46511522591,Y5_AM100,156,A,22/02/2026 11:59,18,17,19,Na estação,
46508506793,Y5_AM100,157,A,22/02/2026 11:59,12,12,13,Na estação,
46439714907,Y5_AM100,158,A,22/02/2026 11:59,16,9,23,Na estação,
46511139443,Y5_AM100,159,A,22/02/2026 11:59,13,10,38,Na estação,
46503078557,Y5_AM100,160,A,22/02/2026 11:59,19,7,29,Na estação,
46507198301,Y5_AM100,161,A,22/02/2026 11:59,7,3,22,Na estação,
46510173399,Y5_AM100,162,A,22/02/2026 11:59,13,2,15,Na estação,
46510444252,Y5_AM100,162,A,22/02/2026 11:59,13,2,15,Na estação,
46504429833,Y5_AM100,163,A,22/02/2026 11:59,5,4,11,Na estação,
46487178463,Y5_AM100,164,A,22/02/2026 11:59,25,9,21,Na estação,
46512725772,Y5_AM100,165,A,22/02/2026 11:59,12,7,22,Na estação,
46512546033,Y5_AM100,166,A,22/02/2026 11:59,10,9,19,Na estação,
46503606907,Y5_AM100,167,A,22/02/2026 11:59,9,9,33,Na estação,
46500655018,Y5_AM100,168,A,22/02/2026 11:59,9,2,9,Na estação,
46500976426,Y5_AM100,169,A,22/02/2026 11:59,24,8,28,Na estação,
46458236120,Y5_AM100,170,A,22/02/2026 11:59,36,14,33,Na estação,
46508925609,Y5_AM100,171,A,22/02/2026 11:59,20,11,23,Na estação,
46512125931,Y5_AM100,172,A,22/02/2026 11:59,13,3,14,Na estação,
46505280136,Y5_AM100,173,A,22/02/2026 11:59,9,9,11,Na estação,
46509787054,Y5_AM100,174,A,22/02/2026 11:59,12,14,21,Na estação,
46510782349,Y5_AM100,175,A,22/02/2026 11:59,9,9,11,Na estação,
46506273222,Y5_AM100,177,A,22/02/2026 11:59,6,4,8,Na estação,
46511596126,Y5_AM100,178,A,22/02/2026 11:59,6,12,46,Na estação,
46510104229,Y5_AM100,179,A,22/02/2026 11:59,25,16,26,Na estação,
46508518457,Y5_AM100,180,A,22/02/2026 11:59,6,4,39,Na estação,
46508591065,Y5_AM100,181,A,22/02/2026 11:59,15,14,26,Na estação,
46509691386,Y5_AM100,182,A,22/02/2026 11:59,8,8,12,Na estação,
46509907425,Y5_AM100,182,A,22/02/2026 11:59,9,6,37,Na estação,
46473130867,Y5_AM100,183,A,22/02/2026 11:59,22,15,26,Na estação,
46504399746,Y5_AM100,184,A,22/02/2026 11:59,12,3,24,Na estação,
46503175694,Y5_AM100,185,A,22/02/2026 11:59,9,1,17,Na estação,
46504819589,Y5_AM100,187,A,22/02/2026 11:59,27,13,41,Na estação,
46505105266,Y5_AM100,187,A,22/02/2026 11:59,27,13,41,Na estação,
46496597406,Y5_AM100,188,A,22/02/2026 11:59,20,7,12,Na estação,
46507144179,Y5_AM100,189,A,22/02/2026 11:59,32,39,33,Na estação,
46512333918,Y5_AM100,190,A,22/02/2026 11:59,15,9,32,Na estação,
46504049533,Y5_AM100,191,A,22/02/2026 11:59,18,5,26,Na estação,
46507203770,Y5_AM100,193,A,22/02/2026 11:59,10,2,17,Na estação,
46508932018,Y5_AM100,194,A,22/02/2026 11:59,20,20,20,Na estação,
46505902628,Y5_AM100,195,A,22/02/2026 11:59,36,14,38,Na estação,
46463162129,Y5_AM100,196,A,22/02/2026 11:59,35,10,32,Na estação,
46503446484,Y5_AM100,197,A,22/02/2026 11:59,13,9,31,Na estação,
46502451939,Y5_AM100,198,A,22/02/2026 11:59,5,3,10,Na estação,
46507345195,Y5_AM100,199,A,22/02/2026 11:59,10,4,20,Na estação,
46508701086,Y5_AM100,200,A,22/02/2026 11:59,13,10,19,Na estação,
46507261791,Y5_AM100,201,A,22/02/2026 11:59,11,3,12,Na estação,
46511006087,Y5_AM100,202,A,22/02/2026 11:59,15,15,21,Na estação,
46490042142,Y5_AM100,203,A,22/02/2026 11:59,28,10,26,Na estação,
46507605715,Y5_AM100,204,A,22/02/2026 11:59,15,8,26,Na estação,
46504117222,Y5_AM100,205,A,22/02/2026 11:59,29,9,41,Na estação,
46473801596,Y5_AM100,206,A,22/02/2026 11:59,20,5,16,Na estação,
46504077328,Y5_AM100,207,A,22/02/2026 11:59,20,5,23,Na estação,
46509705998,Y5_AM100,208,A,22/02/2026 11:59,24,7,29,Na estação,
46509257226,Y5_AM100,209,A,22/02/2026 11:59,23,11,24,Na estação,
46509301196,Y5_AM100,209,A,22/02/2026 11:59,16,11,20,Na estação,
46505244677,Y5_AM100,210,A,22/02/2026 11:59,6,6,12,Na estação,
46463832202,Y5_AM100,211,A,22/02/2026 11:59,19,6,16,Na estação,
46509631039,Y5_AM100,212,A,22/02/2026 11:59,26,19,47,Na estação,
46504019682,Y5_AM100,213,A,22/02/2026 11:59,15,3,21,Na estação,
46497675830,Y5_AM100,214,A,22/02/2026 11:59,19,26,27,Na estação,
46503969031,Y5_AM100,215,A,22/02/2026 11:59,8,7,12,Na estação,
46507578010,Y5_AM100,216,A,22/02/2026 11:59,16,2,23,Na estação,
46479767324,Y5_AM100,217,A,22/02/2026 11:59,21,8,16,Na estação,
46496697545,Y5_AM100,218,A,22/02/2026 11:59,20,3,29,Na estação,
46507128908,Y5_AM100,219,A,22/02/2026 11:59,30,12,34,Na estação,
46511269346,Y5_AM100,220,A,22/02/2026 11:59,12,7,17,Na estação,
46505660498,Y5_AM100,222,A,22/02/2026 11:59,14,2,16,Na estação,
46505862494,Y5_AM100,223,A,22/02/2026 11:59,10,7,19,Na estação,
46507126563,Y5_AM100,224,A,22/02/2026 11:59,9,5,11,Na estação,
46510331984,Y5_AM100,225,A,22/02/2026 11:59,9,2,16,Na estação,
46508347155,Y5_AM100,226,A,22/02/2026 11:59,19,14,21,Na estação,
46504625745,Y5_AM100,227,A,22/02/2026 11:59,26,11,28,Na estação,
46510480948,Y5_AM100,228,A,22/02/2026 11:59,34,13,35,Na estação,
46512343361,Y5_AM100,229,A,22/02/2026 11:59,22,16,30,Na estação,
46511447964,Y5_AM100,230,A,22/02/2026 11:59,23,21,31,Na estação,
46511728420,Y5_AM100,231,A,22/02/2026 11:59,8,8,15,Na estação,
46509609204,Y5_AM100,232,A,22/02/2026 11:59,26,9,32,Na estação,
46502256110,Y5_AM100,233,A,22/02/2026 11:59,24,2,46,Na estação,
46509371525,Y5_AM100,234,A,22/02/2026 11:59,27,4,28,Na estação,
46510593727,Y5_AM100,235,A,22/02/2026 11:59,35,28,37,Na estação,
46504136808,Y5_AM100,236,A,22/02/2026 11:59,30,5,31,Na estação,
46509524920,Y5_AM100,239,A,22/02/2026 11:59,13,13,19,Na estação,
46503445619,Y5_AM100,240,A,22/02/2026 11:59,14,14,24,Na estação,
46503880263,Y5_AM100,240,A,22/02/2026 11:59,6,6,10,Na estação,
46508316557,Y5_AM100,241,A,22/02/2026 11:59,8,11,23,Na estação,
46505333635,Y5_AM100,242,A,22/02/2026 11:59,9,2,19,Na estação,
46512896056,Y5_AM100,243,A,22/02/2026 11:59,7,4,11,Na estação,
46496487702,Y5_AM100,244,A,22/02/2026 11:59,12,11,47,Na estação,
46509823309,Y5_AM100,246,A,22/02/2026 11:59,20,14,27,Na estação,
46502991536,Y5_AM100,247,A,22/02/2026 11:59,25,14,29,Na estação,
46512194723,Y5_AM100,248,A,22/02/2026 11:59,20,7,19,Na estação,
46503720427,Y5_AM100,249,A,22/02/2026 11:59,5,8,7,Na estação,
46507093545,Y5_AM100,250,A,22/02/2026 11:59,17,8,30,Na estação,
46511014944,Y5_AM100,251,A,22/02/2026 11:59,10,10,41,Na estação,
46507221940,Y5_AM100,252,A,22/02/2026 11:59,6,2,9,Na estação,
46507232331,Y5_AM100,253,A,22/02/2026 11:59,9,9,29,Na estação,
46464978074,Y5_AM100,254,A,22/02/2026 11:59,19,4,19,Na estação,
46509919625,Y5_AM100,255,A,22/02/2026 11:59,9,6,35,Na estação,
46509485124,Y5_AM100,256,A,22/02/2026 11:59,9,3,21,Na estação,
